Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
MJE,06,MANCHESTER,NH,LOC,2853,2477,2179,4042,NE,3,2710
MJX,06,TOMS RIVER,NJ,GS,6516,4762,6786,4562,EA,3,2710
MJX,06,TOMS RIVER,NJ,LOC,7866,7470,5573,13401,EA,3,2710
MKC,19,KANSAS CITY,MO,GS,9061,7222,6570,21101,CE,3,2710
MKC,19,KANSAS CITY,MO,LOC,4862,4531,4562,3319,CE,3,2710
MKE,01L,MILWAUKEE,WI,GS,24061,24327,23614,3175,GL,2,2710
MKE,01L,MILWAUKEE,WI,LOC,7256,7803,8938,1642,GL,2,2710
MKG,32,MUSKEGON,MI,GS,1998,1506,2869,2432,GL,3,2710
MKG,32,MUSKEGON,MI,LOC,2270,3411,3727,1811,GL,3,2710
MKJ,26,MARION,VA,LOC,132420,113258,251323,13517,SO,X,2710
MKL,02,JACKSON,TN,GS,4132,4569,4198,442,SO,3,2710
MKL,02,JACKSON,TN,LOC,852,849,734,2766,SO,3,2710
MKT,33,MANKATO,MN,GS,833,0,947,557,GL,3,2710
MKT,33,MANKATO,MN,LOC,1141,0,2629,2789,GL,3,2710
MKZ,07R,LOS ANGELES,CA,GS,9276,9391,7465,16518,WP,1,2710
MKZ,07R,LOS ANGELES,CA,LOC,9322,9948,8339,15083,WP,1,2710
MLB,09R,MELBOURNE,FL,GS,7104,7275,6204,5767,SO,3,2710
MLB,09R,MELBOURNE,FL,LOC,1132,827,1350,275,SO,3,2710
MLC,02,MCALESTER,OK,LOC,24774,24931,17804,39704,SW,X,2710
MLI,09,MOLINE,IL,GS,7786,9210,9719,16208,GL,3,2710
MLI,09,MOLINE,IL,LOC,3686,2570,1495,12802,GL,3,2710
MLT,29,MILLINOCKET,ME,LOC,307584,-1,-1,307584,NE,,2710
MLU,04,MONROE,LA,GS,7723,8147,7685,945,SW,3,2710
MLU,04,MONROE,LA,LOC,249,0,306,265,SW,3,2710
MMU,23,MORRISTOWN,NJ,GS,3137,3372,2197,5476,EA,3,2710
MMU,23,MORRISTOWN,NJ,LOC,4865,3858,2477,15794,EA,3,2710
MMV,22,MCMINNVILLE,OR,GS,3357,2368,4251,838,NM,3,2710
MMV,22,MCMINNVILLE,OR,LOC,1922,1752,732,5953,NM,3,2710
MNA,17,MANCHESTER,NH,GS,6211,6193,7511,4041,NE,3,2710
MNA,17,MANCHESTER,NH,LOC,4441,5829,12681,6874,NE,3,2710
MNK,13,ROCHESTER,MN,GS,4336,4475,937,20909,GL,3,2710
MNK,13,ROCHESTER,MN,LOC,5436,5481,2143,19180,GL,3,2710
MOB,15,MOBILE,AL,GS,6063,5625,6713,28805,SO,3,2710
MOB,15,MOBILE,AL,LOC,9534,13822,15559,1785,SO,3,2710
MOD,28R,MODESTO,CA,GS,5781,6237,5328,2452,WP,3,2710
MOD,28R,MODESTO,CA,LOC,5748,6039,573,27715,WP,3,2710
MOH,31L,JAMAICA,NY,GS,10974,10191,6181,23982,EA,1,2710
MOH,31L,JAMAICA,NY,LOC,6404,7365,7129,8968,EA,1,2710
MOR,05,MORRISTOWN,TN,LOC,89485,40595,117335,5934,SO,X,2710
MOT,31,MINOT,ND,GS,7292,7624,638,34348,GL,3,2710
MOT,31,MINOT,ND,LOC,910,0,2205,677,GL,3,2710
MOY,16L,SALT LAKE CITY,UT,GS,16516,18305,14761,16826,NM,1,2710
MOY,16L,SALT LAKE CITY,UT,LOC,23765,25053,21835,62411,NM,1,2710
MPV,17,MONTPELIER,VT,GS,323,0,582,222,NE,3,2710
MPV,17,MONTPELIER,VT,LOC,1191,421,1297,2191,NE,3,2710
MQB,27,MACOMB,IL,LOC,175368,-1,-1,175368,GL,X,2710
MQJ,25,INDIANAPOLIS,IN,GS,6241,6338,3514,13638,GL,2,2710
MQJ,25,INDIANAPOLIS,IN,LOC,3852,3326,3370,2533,GL,2,2710
MQK,14,YOUNGSTOWN,OH,GS,3178,3913,4570,2244,EA,3,2710
MQK,14,YOUNGSTOWN,OH,LOC,5843,6586,4445,11116,EA,3,2710
MQS,29,COATESVILLE,PA,GS,6832,7131,846,29957,EA,3,2710
MQS,29,COATESVILLE,PA,LOC,8016,8203,1778,31306,EA,3,2710
MQU,19,BECKLEY,WV,GS,1390,1984,2608,536,EA,3,2710
MQU,19,BECKLEY,WV,LOC,3823,4108,1285,13133,EA,3,2710
MQY,32,SMYRNA,TN,GS,1454,2047,2485,437,SO,3,2710
MQY,32,SMYRNA,TN,LOC,5682,6570,7276,2957,SO,3,2710
MRC,24,COLUMBIA,TN,LOC,386472,-1,-1,386472,SO,X,2710
MRN,03,MORGANTON,NC,LOC,130290,108357,169827,51217,SO,X,2710
MRY,10R,MONTEREY,CA,GS,1889,2374,1927,1518,WP,3,2710
MRY,10R,MONTEREY,CA,LOC,2817,2809,2317,2745,WP,3,2710
MRZ,10,SYRACUSE,NY,GS,4246,2338,2638,10665,EA,3,2710
MRZ,10,SYRACUSE,NY,LOC,3607,3784,3630,6942,EA,3,2710
MSL,30,MUSCLE SHOALS,AL,GS,6053,9670,10391,3992,SO,3,2710
MSL,30,MUSCLE SHOALS,AL,LOC,13419,12789,5867,38241,SO,3,2710
MSN,36,MADISON,WI,GS,12828,14335,12804,12898,GL,3,2710
MSN,36,MADISON,WI,LOC,3691,3857,3604,463,GL,3,2710
MSO,12,MISSOULA,MT,GS,2049,0,2233,1417,NM,3,2710
MSO,12,MISSOULA,MT,LOC,7676,9439,8001,4563,NM,3,2710
MSP,30L,MINNEAPOLIS,MN,GS,16063,12117,7584,42583,GL,1,2710
MSP,30L,MINNEAPOLIS,MN,LOC,28403,28782,28076,1691,GL,1,2710
MSS,05,MASSENA,NY,GS,2691,2689,3252,774,NE,3,2710
MSS,05,MASSENA,NY,LOC,5187,5423,2499,13546,NE,3,2710
MSV,15,MONTICELLO,NY,GS,10517,10847,10145,2143,EA,1,2710
MSV,15,MONTICELLO,NY,LOC,5631,5801,5284,2961,EA,1,2710
MSY,11,NEW ORLEANS,LA,GS,3561,3208,2461,9818,SW,2,2710
MSY,11,NEW ORLEANS,LA,LOC,3252,3615,1637,8192,SW,2,2710
MTB,28L,MONTEREY,CA,LOC,2581,2882,755,9150,WP,3,2710
MTJ,17,MONTROSE,CO,GS,23585,24826,23324,12848,NM,3,2710
MTJ,17,MONTROSE,CO,LOC,14647,22085,20385,10661,NM,3,2710
MTN,33,MIDDLE RIVER,MD,GS,8186,8322,7317,4393,EA,3,2710
MTN,33,MIDDLE RIVER,MD,LOC,6954,7381,7175,4393,EA,3,2710
MTO,29,MATTOON,IL,GS,14819,15341,13887,4661,GL,3,2710
MTO,29,MATTOON,IL,LOC,7095,9034,7462,1976,GL,3,2710
MTW,17,MANITOWOC,WI,GS,10346,13402,14457,2601,GL,3,2710
MTW,17,MANITOWOC,WI,LOC,15436,15421,10064,29503,GL,3,2710
MVN,23,MT. VERNON,IL,GS,16563,15837,16005,3079,GL,3,2710
MVN,23,MT. VERNON,IL,LOC,11328,11933,7472,19351,GL,3,2710
MVP,19L,WICHITA,KS,GS,4535,6429,6482,2674,CE,3,2710
MVP,19L,WICHITA,KS,LOC,4528,4518,4526,690,CE,3,2710
MVY,24,MARTHAS VINYD,MA,GS,14248,14798,10656,19545,NE,3,2710
MVY,24,MARTHAS VINYD,MA,LOC,6381,6692,5473,5668,NE,3,2710
MWA,20,MARION,IL,GS,4114,4986,3884,8671,GL,3,2710
MWA,20,MARION,IL,LOC,21737,21771,12387,49134,GL,3,2710
MWC,15L,MILWAUKEE,WI,LOC,6520,4299,7025,9946,GL,3,2710
MWD,22,ROCHESTER,NY,GS,3598,3092,3707,9770,EA,3,2710
MWD,22,ROCHESTER,NY,LOC,2836,2509,1092,9389,EA,3,2710
MWH,32R,MOSES LAKE,WA,GS,2101,2762,2886,3823,NM,3,2710
MWH,32R,MOSES LAKE,WA,LOC,12574,13759,11941,25441,NM,3,2710
MWO,23,MIDDLETOWN,OH,LOC,5841,5872,7395,395,GL,3,2710
MWP,06,SHREVEPORT,LA,LOC,18396,17962,11424,47269,SW,3,2710
MXK,19R,CAMP SPRINGS,MD,GS,11886,10866,10206,19377,EA,1,2710
MXK,19R,CAMP SPRINGS,MD,LOC,4069,6293,7361,1278,EA,1,2710
MXT,31C,CHICAGO,IL,GS,6387,5778,6006,1904,GL,1,2710
MXT,31C,CHICAGO,IL,LOC,4999,5462,4274,5758,GL,1,2710
MYF,28R,SAN DIEGO,CA,GS,5914,8016,6015,1229,WP,3,2710
MYF,28R,SAN DIEGO,CA,LOC,7269,8033,6731,3116,WP,3,2710
MYO,36R,MEMPHIS,TN,GS,13126,13214,12455,8528,SO,1,2710
MYO,36R,MEMPHIS,TN,LOC,14789,15126,15310,9417,SO,1,2710
MYQ,24,WINDSOR LOCKS,CT,GS,15964,15661,11431,25828,NE,3,2710
MYQ,24,WINDSOR LOCKS,CT,LOC,8421,7388,7752,10127,NE,3,2710
MYR,18,MYRTLE BEACH,SC,GS,11551,10710,6064,28868,SO,3,2710
MYR,18,MYRTLE BEACH,SC,LOC,10635,10360,10721,5685,SO,3,2710
MYV,14,MARYSVILLE,CA,GS,4988,5686,5065,5475,WP,1,2710
MYV,14,MARYSVILLE,CA,LOC,8337,8403,8188,5475,WP,1,2710
MYY,17,PHILADELPHIA,PA,GS,5274,10160,4836,5280,EA,1,2710
MYY,17,PHILADELPHIA,PA,LOC,8592,9059,12004,10299,EA,1,2710
MZR,22,MONROE,LA,GS,6532,8712,6029,4632,SW,3,2710
MZR,22,MONROE,LA,LOC,5474,5133,5353,609,SW,3,2710
MZX,17,AUGUSTA,GA,GS,756,354,716,893,SO,3,2710
MZX,17,AUGUSTA,GA,LOC,1345,1507,1103,1260,SO,3,2710
MZZ,04,MARION,IN,GS,31984,31608,19742,69996,GL,3,2710
MZZ,04,MARION,IN,LOC,21483,21420,17347,21875,GL,3,2710
NEW,18R,NEW ORLEANS,LA,GS,1664,2795,6771,704,SW,3,2710
NEW,18R,NEW ORLEANS,LA,LOC,3153,3960,6742,704,SW,3,2710
NQA,22,MILLINGTON,TN,GS,103270,101307,152245,54295,SO,X,2710
NQA,22,MILLINGTON,TN,LOC,206880,-1,-1,206880,SO,X,2710
OAJ,05,JACKSONVILLE,NC,GS,4373,4031,4229,722,SO,3,2710
OAJ,05,JACKSONVILLE,NC,LOC,777,1086,760,227,SO,3,2710
OAK,28R,OAKLAND,CA,GS,7224,7429,5202,10149,WP,2,2710
OAK,28R,OAKLAND,CA,LOC,8536,10720,11256,10149,WP,2,2710
OBG,33,BURLINGTON,CO,LOC,27394,27430,26177,8840,NM,X,2710
OCF,36,OCALA,FL,GS,7068,12965,8493,1395,SO,3,2710
OCF,36,OCALA,FL,LOC,8127,5514,2194,29665,SO,3,2710
OCH,36,NACOGDOCHES,TX,GS,9214,9492,7471,19015,SW,3,2710
OCH,36,NACOGDOCHES,TX,LOC,10621,11283,8474,15704,SW,3,2710
OCW,05,WASHINGTON,NC,LOC,278352,-1,-1,278352,EA,X,2710
OCZ,18,LINCOLN,NE,GS,1270,1398,145,6119,CE,3,2710
OCZ,18,LINCOLN,NE,LOC,2360,2226,3121,6509,CE,3,2710
ODA,14,DOTHAN,AL,GS,7319,6728,8069,13573,SO,3,2710
ODA,14,DOTHAN,AL,LOC,7767,7324,8511,12631,SO,3,2710
OEH,28,BALTIMORE,MD,GS,12655,11691,7174,27948,EA,1,2710
OEH,28,BALTIMORE,MD,LOC,11651,12290,10352,9917,EA,1,2710
OFK,02,NORFOLK,NE,GS,2457,0,5896,2721,CE,3,2710
OFK,02,NORFOLK,NE,LOC,19391,19724,13004,31946,CE,3,2710
OFP,16,HANOVER,VA,LOC,339720,-1,-1,339720,EA,X,2710
OGD,03,OGDEN,UT,GS,1865,871,2400,4137,NM,3,2710
OGD,03,OGDEN,UT,LOC,1357,1785,56,6510,NM,3,2710
OGG,02,MAUI KAHULUI,HI,GS,2273,2693,2143,838,WP,2,2710
OGG,02,MAUI KAHULUI,HI,LOC,2325,2537,2157,838,WP,2,2710
OGN,36,OMAHA,NE,GS,2872,3506,4540,1305,CE,3,2710
OGN,36,OMAHA,NE,LOC,15434,16747,16680,1305,CE,3,2710
OGO,13,HOWELL,MI,GS,9273,9365,7036,11856,GL,1,2710
OGO,13,HOWELL,MI,LOC,6028,6115,5421,3152,GL,1,2710
OGS,27,OGDENSBURG,NY,LOC,2676,0,336,11720,NE,3,2710
OGZ,11,ST LOUIS,MO,GS,9373,9768,7866,21216,CE,2,2710
OGZ,11,ST LOUIS,MO,LOC,7593,8461,7362,5930,CE,2,2710
OHA,14L,CHICAGO,IL,GS,113613,113535,117535,109690,GL,,2710
OHA,14L,CHICAGO,IL,LOC,22732,19362,9686,70981,GL,,2710
OHN,36L,MEMPHIS,TN,GS,5589,5031,8914,9089,SO,1,2710
OHN,36L,MEMPHIS,TN,LOC,9134,8408,8904,8590,SO,1,2710
OIB,22,HOUSTON,TX,LOC,7753,7914,8447,3124,SW,2,2710
OIQ,13,SIOUX CITY,IA,GS,21501,22323,18748,13801,CE,3,2710
OIQ,13,SIOUX CITY,IA,LOC,164,0,129,409,CE,3,2710
OIU,01L,DULLES,VA,GS,13007,13015,2390,58234,EA,1,2710
OIU,01L,DULLES,VA,LOC,15626,14857,8541,37747,EA,1,2710
OJC,18,OLATHE,KS,LOC,7612,8087,7913,2740,CE,3,2710
OJP,36R,ORLANDO,FL,GS,20792,21895,15763,38498,SO,1,2710
OJP,36R,ORLANDO,FL,LOC,9890,9745,4612,26745,SO,1,2710
OJW,20,SANTA ANA,CA,LOC,446,0,380,408,WP,3,2710
OJZ,34,WHITE PLAINS,NY,GS,9553,9996,6024,17859,EA,3,2710
OJZ,34,WHITE PLAINS,NY,LOC,1989,2792,2548,2041,EA,3,2710
OKC,17R,OKLAHOMA CITY,OK,GS,4515,5099,4717,528,SW,3,2710
OKC,17R,OKLAHOMA CITY,OK,LOC,2628,1494,2165,7350,SW,3,2710
OKK,23,KOKOMO,IN,GS,4179,2864,2446,9196,GL,2,2710
OKK,23,KOKOMO,IN,LOC,16449,17340,15173,10281,GL,2,2710
OKM,18,OKMULGEE,OK,GS,6297,10333,6785,5331,SW,3,2710
OKM,18,OKMULGEE,OK,LOC,1705,631,4630,5264,SW,3,2710
OLC,23,ONEIDA,TN,LOC,352152,-1,-1,352152,SO,X,2710
OLE,22,OLEAN,NY,LOC,21361,21136,14232,35670,EA,3,2710
OLJ,03,SPOKANE,WA,GS,24160,24096,22752,11014,NM,3,2710
OLJ,03,SPOKANE,WA,LOC,17225,19343,15031,11014,NM,3,2710
OLM,17,OLYMPIA,WA,GS,5105,5337,3899,6029,NM,3,2710
OLM,17,OLYMPIA,WA,LOC,1819,1672,1276,2962,NM,3,2710
OLU,14,COLUMBUS,NE,LOC,7527,7290,7983,7994,CE,3,2710
OLV,18,OLIVE BRANCH,MS,GS,505,0,689,428,SO,3,2710
OLV,18,OLIVE BRANCH,MS,LOC,139,0,98,268,SO,3,2710
OLX,12,OPA LOCKA,FL,GS,5309,5243,4627,7784,SO,3,2710
OLX,12,OPA LOCKA,FL,LOC,1007,1311,963,252,SO,3,2710
OMA,14R,OMAHA,NE,GS,8096,7227,5907,17335,CE,3,2710
OMA,14R,OMAHA,NE,LOC,9582,9360,6042,18548,CE,3,2710
OME,28,NOME,AK,GS,1235,1275,573,4440,AL,3,2710
OME,28,NOME,AK,LOC,2292,1585,3084,1706,AL,3,2710
OMO,10,ATLANTA,GA,GS,17649,18376,15992,16540,SO,1,2710
OMO,10,ATLANTA,GA,LOC,8861,9082,10898,16540,SO,1,2710
ONA,30,WINONA,MN,GS,24507,25378,8327,40686,GL,X,2710
ONA,30,WINONA,MN,LOC,53038,52228,67357,38718,GL,X,2710
ONB,28R,COLUMBUS,OH,GS,5633,5786,7302,4617,GL,2,2710
ONB,28R,COLUMBUS,OH,LOC,5642,1090,3595,11280,GL,2,2710
OND,26R,HOUSTON,TX,GS,3440,4954,4524,1589,SW,1,2710
OND,26R,HOUSTON,TX,LOC,778,0,569,1589,SW,1,2710
ONE,04,SPRINGFIELD,TN,LOC,4447,4949,3375,10663,SO,2,2710
ONP,16,NEWPORT,OR,GS,1951,1310,448,7516,NM,3,2710
ONP,16,NEWPORT,OR,LOC,4599,4722,3731,4345,NM,3,2710
ONT,26R,ONTARIO,CA,GS,13487,8040,6650,34228,WP,3,2710
ONT,26R,ONTARIO,CA,LOC,15219,15666,15019,4991,WP,3,2710
ONW,20,NEW ORLEANS,LA,LOC,1241,1563,1268,485,SW,2,2710
OOI,18R,MEMPHIS,TN,GS,4221,2876,3298,18844,SO,1,2710
OOI,18R,MEMPHIS,TN,LOC,8849,10118,11039,4938,SO,1,2710
OOS,09R,SANFORD,FL,GS,4593,4944,5280,1757,SO,3,2710
OOS,09R,SANFORD,FL,LOC,2120,1599,1897,1741,SO,3,2710
OPF,09L,OPA LOCKA,FL,GS,1212,1902,1674,581,SO,3,2710
OPF,09L,OPA LOCKA,FL,LOC,795,0,1662,2120,SO,3,2710
OPN,30,THOMASTON,GA,GS,90341,81822,162218,18463,SO,X,2710
OPN,30,THOMASTON,GA,LOC,263760,-1,-1,263760,SO,X,2710
OQU,16,N  KINGSTOWN,RI,GS,13101,13418,11401,9172,NE,3,2710
OQU,16,N  KINGSTOWN,RI,LOC,7741,8654,6841,5813,NE,3,2710
OQV,05R,INDIANAPOLIS,IN,GS,8023,11320,10725,3000,GL,2,2710
OQV,05R,INDIANAPOLIS,IN,LOC,10746,11991,10531,1187,GL,2,2710
ORD,14R,CHICAGO,IL,GS,18137,17599,15566,31704,GL,,2710
ORD,14R,CHICAGO,IL,LOC,14621,14221,7651,37084,GL,,2710
ORF,05,NORFOLK,VA,GS,2192,2252,1842,1807,EA,3,2710
ORF,05,NORFOLK,VA,LOC,6493,7381,6763,2961,EA,3,2710
ORK,05,N LITTLE ROCK,AR,LOC,12502,21312,23396,1257,SW,3,2710
ORL,07,ORLANDO,FL,GS,248,0,2263,611,SO,3,2710
ORL,07,ORLANDO,FL,LOC,2968,3677,2770,994,SO,3,2710
OSH,36,OSHKOSH,WI,GS,7132,8366,7206,340,GL,3,2710
OSH,36,OSHKOSH,WI,LOC,996,0,1051,775,GL,3,2710
OSS,24R,LOS ANGELES,CA,GS,20766,19843,13687,35554,WP,1,2710
OSS,24R,LOS ANGELES,CA,LOC,13198,13134,12284,15939,WP,1,2710
OSU,09R,COLUMBUS,OH,GS,1419,1946,2197,266,GL,3,2710
OSU,09R,COLUMBUS,OH,LOC,16212,16424,16742,3086,GL,3,2710
OSV,09,BROOKSVILLE,FL,GS,48825,41011,60878,612,SO,X,2710
OSV,09,BROOKSVILLE,FL,LOC,50646,61060,70892,10154,SO,X,2710
OSZ,01C,DULLES,VA,GS,10969,11626,8693,20754,EA,1,2710
OSZ,01C,DULLES,VA,LOC,28620,29349,19432,53022,EA,1,2710
OTG,29,WORTHINGTON,MN,GS,122914,120744,185274,60553,GL,X,2710
OTG,29,WORTHINGTON,MN,LOC,4287,1736,12990,6170,GL,X,2710
OTH,05,NORTH BEND,OR,GS,4074,4021,2814,6435,NM,3,2710
OTH,05,NORTH BEND,OR,LOC,5557,5905,4121,7183,NM,3,2710
OTI,22,NEWPORT,RI,LOC,6556,6880,5399,5816,NE,3,2710
OTM,31,OTTUMWA,IA,GS,6549,5848,5526,8646,CE,3,2710
OTM,31,OTTUMWA,IA,LOC,1656,0,757,4516,CE,3,2710
OTZ,09,KOTZEBUE,AK,GS,2766,2735,1085,8455,AL,3,2710
OTZ,09,KOTZEBUE,AK,LOC,833,1069,844,456,AL,3,2710
OUF,34R,DENVER,CO,GS,8178,5197,8053,17710,NM,1,2710
OUF,34R,DENVER,CO,LOC,50417,41536,60787,19307,NM,1,2710
OUP,27,ELKHART,IN,GS,11291,11815,8933,15387,GL,3,2710
OUP,27,ELKHART,IN,LOC,12665,12445,11737,4876,GL,3,2710
OUW,,ELKINS,WV,LOC,10438,10235,10386,10636,EA,3,2710
OVW,31R,DALLAS,TX,GS,8918,9952,11952,2851,SW,2,2710
OVW,31R,DALLAS,TX,LOC,4840,5260,4365,2851,SW,2,2710
OWA,30,OWATONNA,MN,GS,66165,61501,93596,11303,GL,X,2710
OWA,30,OWATONNA,MN,LOC,66079,48689,90681,16877,GL,X,2710
OWB,36,OWENSBORO,KY,GS,54757,48765,57711,45896,SO,3,2710
OWB,36,OWENSBORO,KY,LOC,11568,14212,15142,3652,SO,3,2710
OWD,35,NORWOOD,MA,LOC,3433,3553,3252,3655,NE,3,2710
OWN,24,LONESOME PINE,VA,GS,133200,-1,-1,133200,SO,,2710
OWN,24,LONESOME PINE,VA,LOC,33312,35335,18080,63776,SO,3,2710
OXB,32,OCEAN CITY,MD,LOC,2592,-1,-1,2592,EA,X,2710
OXC,36,OXFORD,CT,GS,13150,14305,15122,4090,NE,3,2710
OXC,36,OXFORD,CT,LOC,8849,8750,8034,4090,NE,3,2710
OXH,23L,KNOXVILLE,TN,GS,9970,10427,8849,8809,SO,3,2710
OXH,23L,KNOXVILLE,TN,LOC,4793,3448,6439,5860,SO,3,2710
OXR,25,OXNARD,CA,GS,1723,0,671,5304,WP,3,2710
OXR,25,OXNARD,CA,LOC,16613,17214,13608,16034,WP,3,2710
OYC,36,CRP CHRISTI,TX,GS,9580,9576,8573,5424,SW,3,2710
OYC,36,CRP CHRISTI,TX,LOC,9576,11101,10425,7015,SW,3,2710
OYG,09C,CHICAGO,IL,GS,5856,-1,-1,5856,GL,1,2710
OYG,09C,CHICAGO,IL,LOC,2926,3892,615,5236,GL,1,2710
OYM,28,SAINT MARYS,PA,LOC,974,908,907,802,EA,3,2710
OZX,24,ONEONTA,NY,LOC,5000,4732,6779,19422,EA,,2710
PAE,16R,EVERETT,WA,GS,8318,5987,6676,8879,NM,3,2710
PAE,16R,EVERETT,WA,LOC,10853,9645,5309,36488,NM,3,2710
PAH,05,PADUCAH,KY,GS,4979,4765,2723,11310,SO,3,2710
PAH,05,PADUCAH,KY,LOC,1581,1471,1477,749,SO,3,2710
PAJ,19R,KANSAS CITY,MO,GS,5519,5308,9738,4234,CE,2,2710
PAJ,19R,KANSAS CITY,MO,LOC,11014,10516,8652,11816,CE,2,2710
PAU,36,ST PAUL IS,AK,GS,3515,5479,6574,572,AL,3,2710
PAU,36,ST PAUL IS,AK,LOC,5786,6348,6649,3288,AL,3,2710
PAUA,18C,ST PAUL IS,AK,LOC,2333,2348,2398,754,AL,3,2710
PBF,18,PINE BLUFF,AR,GS,11610,16311,16478,6509,SW,3,2710
PBF,18,PINE BLUFF,AR,LOC,9139,0,19991,23239,SW,3,2710
PBI,10L,W PALM BEACH,FL,GS,7008,7283,6881,1900,SO,3,2710
PBI,10L,W PALM BEACH,FL,LOC,5382,5787,5559,2383,SO,3,2710
PBV,11,ST GEORGE,AK,GS,2759,3995,4687,1397,AL,3,2710
PBV,11,ST GEORGE,AK,LOC,806,1044,527,1397,AL,3,2710
PBX,27,PIKEVILLE,KY,GS,6604,7165,5294,9703,SO,3,2710
PBX,27,PIKEVILLE,KY,LOC,609,0,1202,916,SO,3,2710
PDK,21L,CHAMBLEE,GA,GS,747,1075,590,801,SO,3,2710
PDK,21L,CHAMBLEE,GA,LOC,3893,4294,82,19085,SO,3,2710
PDP,27R,PHILADELPHIA,PA,GS,1310,0,5821,1659,EA,1,2710
PDP,27R,PHILADELPHIA,PA,LOC,7071,7826,7907,13761,EA,1,2710
PDT,26,PENDLETON,OR,GS,9610,9820,9529,408,NM,3,2710
PDT,26,PENDLETON,OR,LOC,15469,15930,11615,19681,NM,3,2710
PDX,10R,PORTLAND,OR,GS,16398,17373,15916,5498,NM,2,2710
PDX,10R,PORTLAND,OR,LOC,20607,20819,19587,5498,NM,2,2710
PEK,26,JACKSONVILLE,FL,GS,15031,15827,15789,1038,SO,3,2710
PEK,26,JACKSONVILLE,FL,LOC,4633,5506,4349,4547,SO,3,2710
PEP,18C,CHARLOTTE,NC,GS,16982,16745,15325,13487,SO,1,2710
PEP,18C,CHARLOTTE,NC,LOC,5545,3331,3928,10679,SO,1,2710
PFS,28L,PITTSBURGH,PA,GS,2166,2654,2418,345,EA,2,2710
PFS,28L,PITTSBURGH,PA,LOC,6201,9678,8080,1846,EA,2,2710
PGD,04,PUNTA GORDA,FL,GS,5564,1160,7088,16775,SO,X,2710
PGD,04,PUNTA GORDA,FL,LOC,17419,13839,21637,8984,SO,X,2710
PGQ,16,PORTSMOUTH,NH,GS,4711,6025,6002,1061,NE,3,2710
PGQ,16,PORTSMOUTH,NH,LOC,2259,3918,2714,244,NE,3,2710
PGV,20,GREENVILLE,NC,GS,69396,60313,89135,10180,EA,X,2710
PGV,20,GREENVILLE,NC,LOC,2893,1400,2926,1470,EA,X,2710
PHC,26,PENSACOLA,FL,LOC,11637,12584,10843,10662,SO,3,2710
PHF,07,NEWPORT NEWS,VA,GS,10130,11828,11905,14186,EA,3,2710
PHF,07,NEWPORT NEWS,VA,LOC,2996,2843,879,11217,EA,3,2710
PHL,09R,PHILADELPHIA,PA,GS,18690,21392,19981,21857,EA,1,2710
PHL,09R,PHILADELPHIA,PA,LOC,5633,4712,3957,11326,EA,1,2710
PHN,04,PORT HURON,MI,GS,13348,13651,2946,52038,GL,3,2710
PHN,04,PORT HURON,MI,LOC,6275,6543,6272,1206,GL,3,2710
PHS,35,MOSINEE,WI,GS,3052,2577,1994,8316,GL,3,2710
PHS,35,MOSINEE,WI,LOC,3915,3985,2257,8316,GL,3,2710
PHT,02,PARIS,TN,GS,85920,-1,-1,85920,SO,,2710
PHT,02,PARIS,TN,LOC,369696,-1,-1,369696,SO,,2710
PHX,07L,PHOENIX,AZ,GS,203,0,6118,513,WP,1,2710
PHX,07L,PHOENIX,AZ,LOC,13306,13985,7301,31321,WP,1,2710
PHY,03,NORMAN,OK,LOC,22719,22609,21107,10636,SW,3,2710
PIA,31,PEORIA,IL,GS,10261,13196,11132,1063,GL,3,2710
PIA,31,PEORIA,IL,LOC,3024,3579,2951,1975,GL,3,2710
PIB,18,HATTIESBURG,MS,GS,10230,10427,2407,42247,SO,3,2710
PIB,18,HATTIESBURG,MS,LOC,6294,4189,6822,17571,SO,3,2710
PIE,18,ST PETERSBURG,FL,GS,7043,7186,6930,725,SO,3,2710
PIE,18,ST PETERSBURG,FL,LOC,14375,14601,11383,15865,SO,3,2710
PIH,21,POCATELLO,ID,GS,5140,5797,5763,6437,NM,3,2710
PIH,21,POCATELLO,ID,LOC,4548,4239,3887,15795,NM,3,2710
PIR,31,PIERRE,SD,GS,14164,15470,16165,1447,GL,3,2710
PIR,31,PIERRE,SD,LOC,12361,12682,11402,4806,GL,3,2710
PJE,24,FREEPORT,IL,GS,3517,2832,4000,2290,GL,3,2710
PJE,24,FREEPORT,IL,LOC,2200,625,3532,368,GL,3,2710
PJL,12L,MINNEAPOLIS,MN,GS,18593,18595,13695,55665,GL,1,2710
PJL,12L,MINNEAPOLIS,MN,LOC,3567,2590,1894,8401,GL,1,2710
PKB,03,PARKERSBURG,WV,GS,3164,5579,9474,5264,EA,3,2710
PKB,03,PARKERSBURG,WV,LOC,1561,1194,24,7689,EA,3,2710
PKD,31,PARK RAPIDS,MN,GS,84856,103640,126873,821,GL,X,2710
PKD,31,PARK RAPIDS,MN,LOC,127282,126592,157767,96797,GL,X,2710
PKI,17L,LOUISVILLE,KY,GS,12200,19864,18276,3942,SO,2,2710
PKI,17L,LOUISVILLE,KY,LOC,20156,22877,21868,18703,SO,2,2710
PKN,15,ASPEN,CO,LOC,12321,12232,2678,49228,NM,3,2710
PKQ,35C,DAL-FT WORTH,TX,GS,44088,54269,59215,13834,SW,1,2710
